,Date,Chaine,Part_de_marche,Jour,Heure_prgm1,Titre_prgm1,Type_prgm1,Duree_prgm1,Nbre_episodes_prgm1,Age_conseille_prgm1,Heure_prgm2,Titre_prgm2,Type_prgm2,Duree_prgm2,Nbre_episodes_prgm2,Age_conseille_prgm2
14685,11 octobre 2018,France 2,9.4,jeudi,21.00,Envoyé spécial,Magazine,115 mn,NA,NA,22.55,Complément d'enquête,Magazine,75 mn,NA,NA
14686,11 octobre 2018,France 3,7.7,jeudi,21.00,Line of Duty : enquêtes internes,Serie TV,130 mn,3 ,NA,NA,Line of Duty : enquêtes internes,Serie TV,NA,3 ,NA
14687,11 octobre 2018,W9,3.7,jeudi,21.00,Esprits criminels : unité sans frontières,Serie TV,120 mn,6 ,-10 ans,NA,Esprits criminels : unité sans frontières,Serie TV,NA,6 ,NA
14688,11 octobre 2018,France 5,3.6,jeudi,20.50,"Titanic, autopsie d'un naufrage",Documentaire,50 mn,NA,NA,22.30,C dans l'air,Magazine,70 mn,NA,NA
14689,11 octobre 2018,C8,3.5,jeudi,21.00,Enquête sous haute tension,Magazine,180 mn,2 ,-10 ans,00.30,Programmes de nuit,Magazine,375 mn,NA,NA
14690,11 octobre 2018,TFX,3.0,jeudi,21.00,Total Recall : mémoires programmées,Film,130 mn,NA,-10 ans,23.10,Chroniques criminelles,Magazine,210 mn,2 ,-10 ans
14691,11 octobre 2018,TMC,2.8,jeudi,21.00,Un bonheur n'arrive jamais seul,Film,120 mn,NA,NA,23.00,90' enquêtes,Magazine,180 mn,2 ,NA
14692,11 octobre 2018,RMC Decouverte,2.6,jeudi,20.50,Charles-de-Gaulle : le grand check-up,Documentaire,75 mn,NA,NA,22.05,"Porte-avions, fleurons de la marine française",Documentaire,60 mn,NA,NA
14693,11 octobre 2018,France 4,2.5,jeudi,20.55,Le dernier maître de l'air,Film,90 mn,NA,NA,22.25,Doctor Who,Serie TV,85 mn,NA,NA
14694,11 octobre 2018,Cherie 25,2.0,jeudi,20.55,Effets secondaires,Film,125 mn,NA,-10 ans,23.00,Out of Africa,Film,175 mn,NA,NA
14695,11 octobre 2018,C Star,1.8,jeudi,21.00,"I, Robot",Film,125 mn,NA,-10 ans,23.05,X-Men 2,Film,125 mn,NA,-10 ans
14696,11 octobre 2018,Arte,1.5,jeudi,20.55,Les héritiers,Serie TV,110 mn,3 ,NA,23.40,Marija,Film,95 mn,NA,NA
14697,11 octobre 2018,6ter,1.5,jeudi,21.00,Poil de carotte,Telefilm,115 mn,NA,NA,22.55,Storage Wars : enchères surprises,Telerealitee,40 mn,7 ,NA
14698,11 octobre 2018,RMC Story,1.4,jeudi,20.55,Non élucidé - L'enquête continue,Magazine,130 mn,2 ,-10 ans,23.05,Portraits de criminels,Documentaire,110 mn,3 ,NA
14699,11 octobre 2018,NRJ 12,1.2,jeudi,20.55,Superstar,Film,130 mn,NA,NA,23.05,Contre-enquête,Film,105 mn,NA,NA
14700,11 octobre 2018,Gulli,0.9,jeudi,20.55,Clem,Serie TV,220 mn,2 ,NA,NA,Clem,Serie TV,NA,2 ,NA
14701,12 octobre 2018,TF1,22.5,vendredi,21.00,The Voice Kids,Divertissement,140 mn,NA,NA,23.20,"Vendredi, tout est permis avec Arthur",Divertissement,120 mn,NA,NA
14702,12 octobre 2018,France 2,16.9,vendredi,21.00,Les petits meurtres d'Agatha Christie,Serie TV,190 mn,2 ,NA,00.20,"Un jour, un destin",Magazine,105 mn,NA,NA
14703,12 octobre 2018,M6,13.2,vendredi,21.00,Bull,Serie TV,90 mn,3 ,-10 ans,23.35,NCIS,Serie TV,80 mn,3 ,-10 ans
14704,12 octobre 2018,France 3,8,vendredi,21.00,La vie secrète des chansons,Magazine,120 mn,NA,NA,23.00,Le divan de Marc-Olivier Fogiel,Magazine,75 mn,NA,NA
14705,12 octobre 2018,France 5,3.7,vendredi,20.50,La maison France 5,Magazine,90 mn,NA,NA,22.20,"Silence, ça pousse !",Magazine,50 mn,NA,NA
14706,12 octobre 2018,W9,3.5,vendredi,21.00,Enquête d'action,Magazine,240 mn,4 ,-10 ans,NA,Enquête d'action,Magazine,NA,4 ,NA
14707,12 octobre 2018,Arte,2.8,vendredi,20.55,Et vivre encore,Telefilm,105 mn,NA,NA,22.40,"Alice Cooper, monstrueusement rock !",Documentaire,85 mn,NA,NA
14708,12 octobre 2018,TMC,2.7,vendredi,21.00,Mentalist,Serie TV,100 mn,4 ,NA,NA,Mentalist,Serie TV,NA,4 ,NA
14709,12 octobre 2018,RMC Decouverte,2,vendredi,20.50,Maginot vs Siegfried : la guerre des lignes,Documentaire,60 mn,NA,NA,21.50,Les secrets de la ligne Maginot,Documentaire,55 mn,NA,NA
14710,12 octobre 2018,C8,1.8,vendredi,21.00,TPMP refait la semaine !,Divertissement,130 mn,NA,NA,23.10,Balance ton post !,Divertissement,95 mn,NA,NA
14711,12 octobre 2018,NRJ 12,1.5,vendredi,20.55,Julie Lescaut,Serie TV,220 mn,3 ,NA,NA,Julie Lescaut,Serie TV,NA,3 ,NA
14712,12 octobre 2018,TFX,1.4,vendredi,21.00,Pompiers : leur vie en direct,Documentaire,130 mn,2 ,NA,23.00,Appels d'urgence,Magazine,130 mn,3 ,NA
14713,12 octobre 2018,Cherie 25,1.1,vendredi,20.55,Week-end chez les toquées,Serie TV,200 mn,2 ,NA,00.35,Belle grand-mère 2,Telefilm,110 mn,NA,NA
14714,12 octobre 2018,Gulli,1,vendredi,20.55,La table enchantée,Telefilm,70 mn,NA,NA,22.05,La lumière bleue,Telefilm,65 mn,NA,NA
14715,12 octobre 2018,France 4,0.9,vendredi,20.55,Scooby-Doo : la folie du catch,Telefilm,80 mn,NA,NA,22.15,Scooby-Doo rencontre avec Kiss,Telefilm,70 mn,NA,NA
14716,12 octobre 2018,C Star,0.9,vendredi,21.00,Le Zap,Divertissement,160 mn,NA,NA,23.40,Enquête très spéciale,Magazine,70 mn,4 ,-16 ans
14717,12 octobre 2018,6ter,0.9,vendredi,21.00,Vous avez un colis,Telerealitee,110 mn,2 ,NA,23.00,Norbert commis d'office,Magazine,170 mn,2 ,NA
14718,12 octobre 2018,RMC Story,0.7,vendredi,20.55,Poldark,Serie TV,140 mn,2 ,NA,23.10,Taken,Serie TV,100 mn,3 ,-10 ans
14719,13 octobre 2018,France 3,23.4,samedi,21.00,Meurtres en Haute-Savoie,Telefilm,95 mn,NA,NA,22.35,Meurtres en Bourgogne,Telefilm,85 mn,NA,NA
14720,13 octobre 2018,TF1,23.4,samedi,21.00,Danse avec les stars,Divertissement,140 mn,NA,NA,23.20,"Danse avec les stars, la suite",Divertissement,50 mn,NA,NA
14721,13 octobre 2018,France 2,9.2,samedi,21.00,Jean Paul Gaultier fait son show,Divertissement,140 mn,NA,NA,23.20,On n'est pas couché,Talk-Show,165 mn,NA,NA
14722,13 octobre 2018,M6,9,samedi,21.00,NCIS : Los Angeles,Serie TV,100 mn,5 ,-10 ans,NA,NCIS : Los Angeles,Serie TV,NA,5 ,NA
14723,13 octobre 2018,W9,3.7,samedi,20.35,Ligue des nations,Sport,125 mn,NA,NA,22.40,100 % foot,Magazine,60 mn,NA,NA
14724,13 octobre 2018,France 5,3.5,samedi,20.50,Échappées belles,Magazine,90 mn,NA,NA,22.25,Une nuit au Musée du quai Branly... avec Carole Bouquet,Documentaire,50 mn,NA,NA
14725,13 octobre 2018,C8,3.2,samedi,21.00,Roland Magdane : «Les plus grands sketches»,Spectacle,150 mn,NA,NA,23.30,Au coeur de l'enquête,Magazine,105 mn,NA,-10 ans
14726,13 octobre 2018,Arte,2.9,samedi,20.50,"Un âge de fer, la guerre de Trente Ans",Documentaire,110 mn,3 ,NA,23.30,Hyperconnectés : le cerveau en surcharge,Documentaire,50 mn,NA,NA
14727,13 octobre 2018,TMC,2.8,samedi,21.00,Columbo,Serie TV,105 mn,NA,NA,22.45,90' enquêtes,Magazine,130 mn,3 ,NA
14728,13 octobre 2018,TFX,2.1,samedi,20.55,Chroniques criminelles,Magazine,210 mn,3 ,-10 ans,NA,Chroniques criminelles,Magazine,NA,3 ,NA
14729,13 octobre 2018,France 4,1.9,samedi,20.55,Challenge européen,Sport,115 mn,NA,NA,22.50,"Les Jeux olympiques de la jeunesse, le mag",Magazine,155 mn,NA,NA
14730,13 octobre 2018,6ter,1.4,samedi,21.00,Rénovation impossible,Telerealitee,90 mn,6 ,NA,NA,Rénovation impossible,Telerealitee,NA,6 ,NA
14731,13 octobre 2018,RMC Decouverte,1.3,samedi,20.50,Montana Wild,Telerealitee,110 mn,2 ,NA,22.35,Prisonniers des glaces,Documentaire,50 mn,NA,NA
14732,13 octobre 2018,Gulli,1.2,samedi,20.55,Barbie et la magie des dauphins,Telefilm,75 mn,NA,NA,22.10,Barbie et la magie des perles,Telefilm,90 mn,NA,NA
14733,13 octobre 2018,C Star,1.1,samedi,21.00,DC : Legends of Tomorrow,Serie TV,100 mn,4 ,NA,NA,DC : Legends of Tomorrow,Serie TV,NA,4 ,NA
14734,13 octobre 2018,Cherie 25,1,samedi,20.55,Perdues dans la tourmente,Telefilm,110 mn,NA,-10 ans,22.45,La mémoire en sursis,Telefilm,110 mn,NA,-10 ans
14735,13 octobre 2018,NRJ 12,0.8,samedi,20.55,The Big Bang Theory,Serie TV,50 mn,2 ,NA,NA,The Big Bang Theory,Serie TV,NA,2 ,NA
14736,13 octobre 2018,RMC Story,0.2,samedi,20.55,Talk Show,Talk-Show,100 mn,NA,NA,22.35,The Closer : L.A. Enquêtes prioritaires,Serie TV,100 mn,3 ,-10 ans
14737,14 octobre 2018,TF1,21.8,dimanche,21.00,Supercondriaque,Film,125 mn,NA,NA,23.05,Esprits criminels,Serie TV,90 mn,3 ,-10 ans
14738,14 octobre 2018,France 2,18.7,dimanche,21.00,007 Spectre,Film,150 mn,NA,-10 ans,23.30,L'histoire secrète de James Bond,Documentaire,100 mn,NA,NA
14739,14 octobre 2018,France 3,12.5,dimanche,21.00,Les enquêtes de Murdoch,Serie TV,90 mn,4 ,NA,NA,Les enquêtes de Murdoch,Serie TV,NA,4 ,NA
14740,14 octobre 2018,M6,11.2,dimanche,21.00,Capital,Magazine,130 mn,NA,NA,23.10,Enquête exclusive,Magazine,160 mn,2 ,-10 ans
14741,14 octobre 2018,France 5,4.6,dimanche,20.50,Fromages AOP : le terroir caisse ?,Documentaire,50 mn,NA,NA,22.35,Les bombes perdues de la guerre froide,Documentaire,55 mn,NA,NA
14742,14 octobre 2018,Arte,3.3,dimanche,20.50,La jeune fille à la perle,Film,95 mn,NA,NA,22.25,Le mystère Jérôme Bosch,Film,85 mn,NA,NA
14743,14 octobre 2018,TMC,3.2,dimanche,21.00,Cold Case : affaires classées,Serie TV,120 mn,4 ,-12 ans,NA,Cold Case : affaires classées,Serie TV,NA,4 ,NA
14744,14 octobre 2018,W9,2.0,dimanche,21.00,Toute première fois,Film,105 mn,NA,-10 ans,22.45,Relooking extrême : spécial obésité,Telerealitee,130 mn,2 ,NA
14745,14 octobre 2018,Cherie 25,1.9,dimanche,20.55,Une femme d'honneur,Serie TV,240 mn,2 ,NA,00.45,Programmes de nuit,Magazine,325 mn,NA,NA
14746,14 octobre 2018,RMC Story,1.9,dimanche,20.55,Des hommes sans loi,Film,119 mn,NA,-12 ans,22.55,Le cochon de Gaza,Film,105 mn,NA,NA
14747,14 octobre 2018,6ter,1.9,dimanche,21.00,Rasta Rockett,Film,115 mn,NA,NA,22.55,Rénovation impossible,Telerealitee,100 mn,4 ,NA
14748,14 octobre 2018,C8,1.8,dimanche,21.00,Lucifer,Serie TV,100 mn,3 ,-10 ans,23.30,Enquête sous haute tension,Magazine,90 mn,NA,-10 ans
14749,14 octobre 2018,RMC Decouverte,1.7,dimanche,20.50,Forts de Verdun,Documentaire,70 mn,NA,NA,22.00,"Cheval de guerre, une histoire française",Documentaire,50 mn,NA,NA
14750,14 octobre 2018,TFX,1.5,dimanche,20.55,Mariage à l'anglaise,Film,110 mn,NA,-10 ans,22.45,Chroniques criminelles,Magazine,220 mn,2 ,-10 ans
14751,14 octobre 2018,France 4,1.0,dimanche,20.55,Joyeuses Pâques,Theatre,125 mn,NA,NA,23.00,"Les Jeux olympiques de la jeunesse, le mag",Magazine,60 mn,NA,NA
14752,14 octobre 2018,NRJ 12,0.9,dimanche,20.55,S.O.S. ma famille a besoin d'aide,Magazine,190 mn,3 ,-10 ans,NA,S.O.S. ma famille a besoin d'aide,Magazine,NA,3 ,NA
14753,14 octobre 2018,C Star,0.5,dimanche,21.00,Chicago Med,Serie TV,110 mn,3 ,-10 ans,23.40,Rendez-vous surprise,Telefilm,95 mn,NA,-16 ans
14754,14 octobre 2018,Gulli,0.3,dimanche,20.55,Il était une fois... l'Homme,Dessin-anime,70 mn,5 ,NA,NA,Il était une fois... l'Homme,Dessin-anime,NA,5 ,NA
14755,15 octobre 2018,TF1,21.3,lundi,21.00,Ils ont échangé mon enfant,Telefilm,120 mn,2 ,NA,22.55,"New York, unité spéciale",Serie TV,100 mn,3 ,-12 ans
14756,15 octobre 2018,M6,15.5,lundi,21.00,L'amour est dans le pré,Telerealitee,150 mn,2 ,NA,23.20,La robe de ma vie,Divertissement,130 mn,3 ,NA
14757,15 octobre 2018,France 2,10.1,lundi,21.00,"Take Two, enquêtes en duo",Serie TV,100 mn,2 ,NA,22.40,Stupéfiant !,Magazine,85 mn,NA,NA
14758,15 octobre 2018,France 3,5.9,lundi,21.00,Thalassa,Magazine,115 mn,NA,NA,23.45,Qui sommes-nous ?,Documentaire,105 mn,NA,NA
14759,15 octobre 2018,TMC,5.6,lundi,21.00,Warcraft : le commencement,Film,135 mn,NA,-10 ans,23.15,90' enquêtes,Magazine,170 mn,2 ,-10 ans
14760,15 octobre 2018,W9,5.1,lundi,21.00,Divergente,Film,150 mn,NA,-10 ans,23.30,Bones,Serie TV,120 mn,2 ,-12 ans
14761,15 octobre 2018,France 5,4.4,lundi,20.55,Douze hommes en colère,Film,90 mn,NA,NA,22.25,C dans l'air,Magazine,65 mn,NA,NA
14762,15 octobre 2018,Arte,3.4,lundi,20.55,Mr. Turner,Film,145 mn,NA,NA,23.20,"Another Country, histoire d'une trahison",Film,90 mn,NA,NA
14763,15 octobre 2018,TFX,3.3,lundi,20.35,Ligue des nations,Sport,130 mn,NA,NA,22.45,Appels d'urgence,Magazine,140 mn,3 ,NA
14764,15 octobre 2018,NRJ 12,2.8,lundi,20.55,Crimes en région lyonnaise,Magazine,115 mn,NA,-10 ans,22.50,Crimes à Paris,Magazine,110 mn,NA,-10 ans
14765,15 octobre 2018,C8,2.5,lundi,21.00,X-Men 3 : l'affrontement final,Film,130 mn,NA,-10 ans,23.10,X-Men,Film,110 mn,NA,-10 ans
14766,15 octobre 2018,RMC Decouverte,2.0,lundi,20.50,Wheeler Dealers France,Documentaire,120 mn,3 ,NA,23.50,Programmes de la nuit,Magazine,365 mn,NA,NA
14767,15 octobre 2018,C Star,1.9,lundi,21.00,Johnny English,Film,100 mn,NA,NA,22.40,La story des années 80,Documentaire,100 mn,NA,NA
14768,15 octobre 2018,Cherie 25,1.6,lundi,20.55,Chaos,Film,130 mn,NA,-10 ans,23.05,L'empreinte,Film,115 mn,NA,-10 ans
14769,15 octobre 2018,Gulli,1.4,lundi,20.55,Odette Toulemonde,Film,105 mn,NA,NA,22.40,Merlin,Serie TV,90 mn,2 ,NA
14770,15 octobre 2018,France 4,1.2,lundi,20.55,Les enfants de la télé,Divertissement,90 mn,NA,NA,22.25,Il était une fois,Divertissement,85 mn,NA,NA
14771,15 octobre 2018,6ter,0.9,lundi,21.00,Kaamelott,Serie TV,275 mn,NA,NA,NA,Kaamelott,Serie TV,NA,NA,NA
14772,15 octobre 2018,RMC Story,0.7,lundi,20.55,Révélations,Magazine,200 mn,2 ,NA,NA,Révélations,Magazine,NA,2 ,NA
14773,16 octobre 2018,M6,27.3,mardi,20.35,Ligue des nations,Sport,125 mn,NA,NA,22.40,100% foot,Magazine,35 mn,NA,NA
14774,16 octobre 2018,TF1,21.2,mardi,21.00,Good Doctor,Serie TV,120 mn,2 ,-10 ans,22.50,Grey's Anatomy : Station 19,Serie TV,110 mn,2 ,-10 ans
14775,16 octobre 2018,France 3,13.4,mardi,21.00,Crimes parfaits,Serie TV,110 mn,3 ,NA,00.25,À trois on y va,Film,80 mn,NA,NA
14776,16 octobre 2018,France 2,9.0,mardi,21.00,Aventures de médecine,Magazine,124 mn,NA,-10 ans,23.05,Ni d'Ève ni d'Adam. Une histoire intersexe,Documentaire,60 mn,NA,NA
14777,16 octobre 2018,C8,3.7,mardi,21.00,Les sous-doués,Film,120 mn,NA,NA,23.00,Banzaï,Film,110 mn,NA,NA
14778,16 octobre 2018,W9,2.8,mardi,21.00,Les 20 chansons de Johnny Hallyday préférées des Français,Documentaire,105 mn,NA,NA,22.45,L'héritage de Johnny Hallyday : que s'est-il vraiment passé ?,Documentaire,115 mn,NA,NA
14779,16 octobre 2018,RMC Decouverte,1.9,mardi,20.50,Le Sacré-Coeur : mégastructure historique,Documentaire,60 mn,NA,NA,21.50,Saint-Pierre de Rome : la basilique des records,Documentaire,60 mn,NA,NA
14780,16 octobre 2018,France 5,1.9,mardi,20.50,Défense légitime ?,Documentaire,70 mn,NA,NA,22.40,C dans l'air,Magazine,65 mn,NA,NA
14781,16 octobre 2018,TFX,1.8,mardi,21.00,Disco,Film,115 mn,NA,NA,22.55,Chroniques criminelles,Magazine,270 mn,2 ,NA
14782,16 octobre 2018,Arte,1.6,mardi,20.50,Rhino dollars,Documentaire,94 mn,NA,NA,22.25,"Forêts labellisées, arbres protégés ?",Documentaire,100 mn,NA,NA
14783,16 octobre 2018,NRJ 12,1.6,mardi,20.55,Le Saint,Film,130 mn,NA,-10 ans,23.05,Témoin à abattre,Telefilm,115 mn,NA,-12 ans
14784,16 octobre 2018,TMC,1.5,mardi,21.00,Jenifer : face à ma vie,Documentaire,105 mn,NA,NA,22.45,Mylène Farmer : sur les pas d'une icône,Documentaire,115 mn,NA,NA
14785,16 octobre 2018,6ter,1.3,mardi,21.00,Les reines du ring,Film,115 mn,NA,-10 ans,22.55,Les rois de la réno,Telerealitee,60 mn,7 ,NA
14786,16 octobre 2018,C Star,0.9,mardi,21.00,Douanes sous haute surveillance,Documentaire,40 mn,9 ,NA,01.20,Programmes de nuit,Magazine,340 mn,NA,NA
14787,16 octobre 2018,France 4,0.8,mardi,20.55,Caméras espions chez les dauphins,Documentaire,50 mn,NA,NA,22.30,Caméras espions en terre animale,Documentaire,55 mn,NA,NA
14788,16 octobre 2018,Cherie 25,0.7,mardi,20.55,Snapped : les femmes tueuses,Magazine,110 mn,6 ,-10 ans,NA,Snapped : les femmes tueuses,Magazine,NA,6 ,NA
14789,16 octobre 2018,Gulli,0.5,mardi,20.55,Les Thunderman,Serie TV,50 mn,8 ,NA,NA,Les Thunderman,Serie TV,NA,8 ,NA
14790,16 octobre 2018,RMC Story,0.3,mardi,20.55,Dans quelle France on vit,Magazine,85 mn,NA,NA,22.20,Le choix d'Adèle,Telefilm,100 mn,NA,NA
14791,17 octobre 2018,TF1,18.8,mercredi,21.00,Esprits criminels,Serie TV,90 mn,3 ,-10 ans,23.30,Blacklist,Serie TV,110 mn,3 ,-10 ans
14792,17 octobre 2018,M6,14.2,mercredi,21.00,Le meilleur pâtissier,Divertissement,145 mn,NA,NA,23.25,Le meilleur pâtissier : à vos fourneaux !,Divertissement,75 mn,NA,NA
14793,17 octobre 2018,France 2,13.4,mercredi,21.00,Nina,Serie TV,110 mn,6 ,NA,NA,Nina,Serie TV,NA,6 ,NA
14794,17 octobre 2018,France 3,10.3,mercredi,21.00,La carte aux trésors,Jeu,130 mn,NA,NA,23.40,"Avenue de l'Europe, le mag",Magazine,55 mn,NA,NA
14795,17 octobre 2018,TMC,4.5,mercredi,21.00,Burger Quiz,Jeu,110 mn,3 ,NA,23.40,90' enquêtes,Magazine,125 mn,NA,-10 ans
14796,17 octobre 2018,Arte,4.4,mercredi,20.55,Van Gogh,Film,155 mn,NA,-10 ans,23.30,Neo Rauch - Le peintre énigmatique de l'Allemagne,Documentaire,105 mn,NA,NA
14797,17 octobre 2018,France 4,2.9,mercredi,21.00,La couleur de la victoire,Film,105 mn,NA,NA,22.45,"Les Jeux olympiques de la jeunesse, le mag",Magazine,75 mn,NA,NA
14798,17 octobre 2018,TFX,2.8,mercredi,21.00,"Joséphine, ange gardien",Serie TV,230 mn,2 ,NA,00.50,Confessions intimes,Magazine,85 mn,NA,NA
14799,17 octobre 2018,W9,2.7,mercredi,21.00,Urgences greffes,Documentaire,120 mn,NA,-10 ans,23.00,Enquêtes criminelles,Magazine,240 mn,2 ,-10 ans
14800,17 octobre 2018,France 5,2.2,mercredi,20.50,La grande librairie,Magazine,90 mn,NA,NA,22.25,C dans l'air,Magazine,65 mn,NA,NA
14801,17 octobre 2018,Cherie 25,2.1,mercredi,20.55,Amoureuse,Telefilm,110 mn,NA,-10 ans,22.45,Mémoire de glace,Telefilm,115 mn,NA,NA
14802,17 octobre 2018,C8,2.0,mercredi,21.00,Strike !,Jeu,100 mn,3 ,NA,23.50,Langue de bois s'abstenir,Magazine,70 mn,NA,NA
14803,17 octobre 2018,NRJ 12,1.9,mercredi,20.55,La rivière du crime,Telefilm,110 mn,NA,-12 ans,22.45,Code momentum,Telefilm,110 mn,NA,-12 ans
14804,17 octobre 2018,RMC Decouverte,1.8,mercredi,20.50,"Escape, 21 jours pour disparaître",Documentaire,120 mn,2 ,NA,22.50,Retour à l'instinct primaire,Telerealitee,105 mn,NA,NA
14805,17 octobre 2018,C Star,1.7,mercredi,21.00,En territoire ennemi : mission Colombie,Telefilm,100 mn,NA,-10 ans,22.40,Jarhead 2,Telefilm,130 mn,NA,-12 ans
14806,17 octobre 2018,Gulli,1.5,mercredi,20.55,Père et maire,Serie TV,190 mn,2 ,NA,NA,Père et maire,Serie TV,NA,2 ,NA
14807,17 octobre 2018,6ter,1.2,mercredi,21.00,Storage Wars : enchères surprises,Telerealitee,50 mn,1 ,NA,NA,Storage Wars : enchères surprises,Telerealitee,NA,1 ,NA
14808,17 octobre 2018,RMC Story,0.5,mercredi,20.55,Taken,Serie TV,220 mn,4 ,-10 ans,NA,Taken,Serie TV,NA,4 ,NA
14809,18 octobre 2018,TF1,22.3,jeudi,21.00,Insoupçonnable,Serie TV,120 mn,2 ,-10 ans,22.55,"New York, section criminelle",Serie TV,110 mn,4 ,-12 ans
14810,18 octobre 2018,M6,13.0,jeudi,21.00,Deadpool,Film,125 mn,NA,-12 ans,23.05,"Lone Ranger, naissance d'un héros",Film,175 mn,NA,-10 ans
14811,18 octobre 2018,France 2,10,jeudi,21.00,Envoyé spécial,Magazine,115 mn,NA,NA,22.55,Complément d'enquête,Magazine,74 mn,NA,NA
14812,18 octobre 2018,France 3,4.7,jeudi,21.00,Line of Duty : enquêtes internes,Serie TV,120 mn,3 ,NA,00.40,Les marchands d'Hitler,Documentaire,60 mn,NA,NA
14813,18 octobre 2018,TMC,4.6,jeudi,21.00,Jason Bourne : l'héritage,Film,145 mn,NA,-10 ans,23.25,90' enquêtes,Magazine,220 mn,2 ,-10 ans
14814,18 octobre 2018,TFX,4.4,jeudi,21.00,Ces incroyables mariages gitans,Documentaire,110 mn,NA,NA,22.50,Wedding Planners : dans le secret des mariages hors du commun,Documentaire,120 mn,NA,NA
14815,18 octobre 2018,C8,4.1,jeudi,21.00,Enquête sous haute tension,Magazine,180 mn,2 ,-10 ans,00.30,Programmes de nuit,Magazine,375 mn,NA,NA
14816,18 octobre 2018,France 4,3.7,jeudi,20.55,Le jour d'après,Film,110 mn,NA,NA,22.45,Doctor Who,Serie TV,60 mn,NA,NA
14817,18 octobre 2018,France 5,3.5,jeudi,20.50,"Psammétique, le pharaon retrouvé",Documentaire,50 mn,NA,NA,22.35,C dans l'air,Magazine,65 mn,NA,NA
14818,18 octobre 2018,NRJ 12,3.4,jeudi,20.55,Le code a changé,Film,115 mn,NA,NA,22.50,Superstar,Film,130 mn,NA,NA
14819,18 octobre 2018,W9,3.2,jeudi,21.00,Esprits criminels : unité sans frontières,Serie TV,120 mn,6 ,-10 ans,NA,Esprits criminels : unité sans frontières,Serie TV,NA,6 ,NA
14820,18 octobre 2018,Arte,2.5,jeudi,20.55,The Team,Serie TV,120 mn,3 ,NA,23.55,L'été sera chaud,Telefilm,80 mn,NA,NA
14821,18 octobre 2018,6ter,2.5,jeudi,21.00,"6 jours, 7 nuits",Film,120 mn,NA,-10 ans,23.00,Les rois de la piscine,Telerealitee,50 mn,7 ,NA
14822,18 octobre 2018,RMC Decouverte,1.3,jeudi,20.50,Fusée Ariane : le défi français,Documentaire,60 mn,NA,NA,21.50,"TGV, la réussite française",Documentaire,80 mn,NA,NA
14823,18 octobre 2018,Cherie 25,1.3,jeudi,20.55,Couvre-feu,Film,130 mn,NA,-10 ans,23.05,88 minutes,Film,125 mn,NA,-12 ans
14824,18 octobre 2018,RMC Story,1.2,jeudi,20.55,Non élucidé - L'enquête continue,Magazine,130 mn,2 ,-10 ans,23.05,Portraits de criminels,Documentaire,90 mn,3 ,NA
14825,18 octobre 2018,C Star,1.0,jeudi,21.00,Lock Out,Film,105 mn,NA,-12 ans,22.45,"I, Robot",Film,125 mn,NA,-10 ans
14826,18 octobre 2018,Gulli,0.9,jeudi,20.55,Clem,Serie TV,190 mn,2 ,NA,NA,Clem,Serie TV,NA,2 ,NA
14827,19 octobre 2018,TF1,23.8,vendredi,21.00,The Voice Kids,Divertissement,135 mn,NA,NA,23.15,"Vendredi, tout est permis avec Arthur",Divertissement,125 mn,NA,NA
14828,19 octobre 2018,France 2,18.8,vendredi,21.00,Deux gouttes d'eau,Telefilm,100 mn,NA,NA,22.40,Les petits meurtres d'Agatha Christie,Serie TV,190 mn,2 ,-10 ans
14829,19 octobre 2018,M6,10,vendredi,21.00,Bull,Serie TV,90 mn,3 ,NA,23.35,NCIS,Serie TV,90 mn,3 ,-10 ans
14830,19 octobre 2018,France 3,6.7,vendredi,21.00,"Francis Cabrel, un chanteur très discret",Documentaire,120 mn,NA,NA,23.00,Le divan de Marc-Olivier Fogiel,Magazine,70 mn,NA,NA
14831,19 octobre 2018,W9,4.1,vendredi,21.00,Enquête d'action,Magazine,240 mn,4 ,NA,NA,Enquête d'action,Magazine,NA,4 ,NA
14832,19 octobre 2018,Arte,3.8,vendredi,20.55,Cigarettes et bas nylon,Telefilm,100 mn,NA,NA,22.35,"Françoise Hardy, la discrète",Documentaire,55 mn,NA,NA
14833,19 octobre 2018,France 5,3.4,vendredi,20.50,La maison France 5,Magazine,90 mn,NA,NA,22.20,"Silence, ça pousse !",Magazine,50 mn,NA,NA
14834,19 octobre 2018,TMC,2.8,vendredi,21.00,Mentalist,Serie TV,100 mn,4 ,-10 ans,NA,Mentalist,Serie TV,NA,4 ,NA
14835,19 octobre 2018,C8,2.3,vendredi,21.00,TPMP refait la semaine !,Divertissement,120 mn,NA,NA,23.00,Balance ton post !,Divertissement,90 mn,NA,NA
14836,19 octobre 2018,RMC Decouverte,1.7,vendredi,20.50,La Première Guerre mondiale en chiffres,Documentaire,120 mn,3 ,NA,23.45,Programmes de la nuit,Magazine,425 mn,NA,NA
14837,19 octobre 2018,NRJ 12,1.7,vendredi,20.55,Julie Lescaut,Serie TV,220 mn,3 ,NA,NA,Julie Lescaut,Serie TV,NA,3 ,NA
14838,19 octobre 2018,France 4,1.5,vendredi,20.55,Scooby-Doo : le clash des Sammys,Telefilm,75 mn,NA,NA,22.10,Scooby-Doo : la folie du catch,Telefilm,75 mn,NA,NA
14839,19 octobre 2018,6ter,1.3,vendredi,21.00,Vous avez un colis,Telerealitee,130 mn,4 ,NA,NA,Vous avez un colis,Telerealitee,NA,4 ,NA
