,Date,Chaine,Part_de_marche,Jour,Heure_prgm1,Titre_prgm1,Type_prgm1,Duree_prgm1,Nbre_episodes_prgm1,Age_conseille_prgm1,Heure_prgm2,Titre_prgm2,Type_prgm2,Duree_prgm2,Nbre_episodes_prgm2,Age_conseille_prgm2
152,18 octobre 2014,RMC Story,0.5,samedi,20.40,P.J,Serie TV,100 mn,3 ,NA,23.30,Phénomène paranormal,Documentaire,90 mn,2 ,NA
153,19 octobre 2014,TF1,21.6,dimanche,20.55,Harry Potter et les reliques de la mort - Partie 1,Film,165 mn,NA,-10 ans,23.40,Esprits criminels,Serie TV,110 mn,2 ,-12 ans
154,19 octobre 2014,M6,13.1,dimanche,20.50,Zone interdite,Magazine,130 mn,NA,NA,23.00,Enquête exclusive,Magazine,160 mn,2 ,NA
155,19 octobre 2014,France 2,13,dimanche,20.50,Dark Shadows,Film,114 mn,NA,-10 ans,22.45,Chante ton bac d'abord,Film,80 mn,NA,NA
156,19 octobre 2014,France 3,12.9,dimanche,20.45,Les enquêtes de Murdoch,Serie TV,100 mn,4 ,NA,NA,Les enquêtes de Murdoch,Serie TV,NA,4 ,NA
157,19 octobre 2014,France 5,6.4,dimanche,20.40,Le canal du Midi,Documentaire,50 mn,NA,NA,22.26,Trente ans de guerre au nom de Dieu,Documentaire,59 mn,NA,NA
158,19 octobre 2014,TMC,3.3,dimanche,20.50,Les experts : Manhattan,Serie TV,100 mn,4 ,-10 ans,NA,Les experts : Manhattan,Serie TV,NA,4 ,NA
159,19 octobre 2014,TFX,3.2,dimanche,20.50,Détrompez-vous !,Film,100 mn,NA,NA,22.30,Confessions intimes,Magazine,220 mn,2 ,NA
160,19 octobre 2014,France 4,3.1,dimanche,20.45,E.T,Film,115 mn,NA,NA,22.40,Les mythos,Film,90 mn,NA,-10 ans
161,19 octobre 2014,C8,3.1,dimanche,20.50,Police Python 357,Film,140 mn,NA,NA,23.10,En quête d'actualité,Magazine,105 mn,NA,NA
162,19 octobre 2014,Arte,3,dimanche,20.45,Fame,Film,130 mn,NA,NA,22.55,Let's Dance,Documentaire,55 mn,NA,NA
163,19 octobre 2014,NRJ 12,2,dimanche,20.50,Stalingrad,Film,140 mn,NA,-10 ans,23.10,Vidocq,Film,105 mn,NA,-10 ans
164,19 octobre 2014,W9,1.4,dimanche,20.50,Sleepy Hollow,Serie TV,110 mn,2 ,-12 ans,22.30,Spartacus : le sang des gladiateurs,Serie TV,110 mn,3 ,-16 ans
165,19 octobre 2014,Gulli,1,dimanche,20.45,La guerre des invisibles,Telefilm,210 mn,2 ,NA,NA,La guerre des invisibles,Telefilm,NA,2 ,NA
166,19 octobre 2014,C Star,1,dimanche,20.50,Trahison au sommet,Telefilm,105 mn,NA,-10 ans,22.35,Veronica 2030,Telefilm,90 mn,NA,-16 ans
167,19 octobre 2014,6ter,0.8,dimanche,20.50,Menace toxique,Film,110 mn,NA,-10 ans,22.40,Jamais sans ma fille,Film,120 mn,NA,NA
168,19 octobre 2014,RMC Decouverte,0.8,dimanche,20.45,"Dynamo, le magicien de l'impossible",Documentaire,110 mn,2 ,NA,22.35,Family Guns,Documentaire,110 mn,3 ,NA
169,19 octobre 2014,RMC Story,0.5,dimanche,20.40,Les désastreuses aventures des orphelins Baudelaire,Film,130 mn,NA,NA,22.50,Ink Master : le meilleur tatoueur,Telerealitee,100 mn,2 ,NA
170,20 octobre 2014,TF1,25.1,lundi,20.55,Une famille formidable,Serie TV,110 mn,NA,NA,22.45,"New York, unité spéciale",Serie TV,100 mn,3 ,-12 ans
171,20 octobre 2014,France 2,19.4,lundi,20.50,Castle,Serie TV,90 mn,3 ,NA,23.05,Mots croisés,Magazine,80 mn,NA,NA
172,20 octobre 2014,France 3,8.6,lundi,20.45,"Winston Churchill, un géant dans le siècle",Documentaire,100 mn,NA,NA,23.21,Des Bretons contre de Gaulle (1960-1969),Documentaire,54 mn,NA,NA
173,20 octobre 2014,M6,8.2,lundi,20.50,Extant,Serie TV,100 mn,4 ,-10 ans,NA,Extant,Serie TV,NA,4 ,NA
174,20 octobre 2014,TMC,4.9,lundi,20.50,Spider-Man 3,Film,145 mn,NA,NA,23.15,Very Bad Trip 2,Film,105 mn,NA,-12 ans
175,20 octobre 2014,W9,4.8,lundi,20.50,Les 101 dalmatiens,Film,120 mn,NA,NA,22.50,Lara Croft Tomb Raider : le Berceau de la vie,Film,130 mn,NA,NA
176,20 octobre 2014,Arte,3.3,lundi,20.50,La dernière tentation du Christ,Film,155 mn,NA,NA,23.25,Le soleil blanc du désert,Film,85 mn,NA,NA
177,20 octobre 2014,France 5,2.9,lundi,20.40,Nicolas Le Floch,Serie TV,105 mn,NA,-10 ans,22.25,C dans l'air,Magazine,65 mn,NA,NA
178,20 octobre 2014,NRJ 12,2.9,lundi,20.50,Crimes dans les Pyrénées,Magazine,105 mn,NA,-10 ans,22.35,Crimes en Aquitaine,Magazine,110 mn,NA,-10 ans
179,20 octobre 2014,TFX,2.3,lundi,20.50,Super Nanny,Divertissement,210 mn,2 ,NA,00.20,Obèses : perte de poids extrême,Telerealitee,120 mn,2 ,NA
180,20 octobre 2014,C8,1.6,lundi,20.50,Homeland,Serie TV,140 mn,3 ,-10 ans,00.00,Game of Thrones,Serie TV,120 mn,2 ,-10 ans
181,20 octobre 2014,Gulli,1.6,lundi,20.45,Les aventures de Roborex,Telefilm,95 mn,NA,NA,22.20,Air Bud 4 : un chien du tonnerre,Telefilm,105 mn,NA,NA
182,20 octobre 2014,C Star,1.5,lundi,20.50,Commissaire Moulin,Serie TV,240 mn,2 ,NA,00.40,Programmes de nuit,Magazine,380 mn,NA,NA
183,20 octobre 2014,6ter,1.2,lundi,19.40,Buffy contre les vampires,Serie TV,70 mn,NA,NA,20.50,Kaamelott,Serie TV,305 mn,NA,NA
184,20 octobre 2014,RMC Decouverte,0.8,lundi,20.45,Megafactories,Documentaire,50 mn,NA,NA,22.35,Mégastructures,Documentaire,55 mn,NA,NA
185,20 octobre 2014,RMC Story,0.8,lundi,20.40,Révélations,Magazine,210 mn,3 ,-12 ans,NA,Révélations,Magazine,NA,3 ,NA
186,20 octobre 2014,France 4,0.4,lundi,20.45,Bunker,Divertissement,90 mn,2 ,NA,22.20,On n'est plus des pigeons !,Magazine,160 mn,2 ,NA
187,21 octobre 2014,TF1,27.6,mardi,20.55,Mentalist,Serie TV,90 mn,3 ,-10 ans,23.30,Baby Boom,Telerealitee,160 mn,2 ,NA
188,21 octobre 2014,France 3,13.5,mardi,20.45,Plus belle la vie,Serie TV,100 mn,2 ,NA,22.30,Les secrets de «Plus belle la vie»,Documentaire,65 mn,NA,NA
189,21 octobre 2014,France 2,12.6,mardi,20.50,Secrets d'Histoire,Magazine,110 mn,NA,NA,22.41,Les classes moyennes : un rêve français ?,Documentaire,59 mn,NA,NA
190,21 octobre 2014,M6,13.0,mardi,20.50,M6 fête les 30 ans du Top 50,Divertissement,150 mn,2 ,NA,00.30,Michaël Gregorio : «Michaël Gregorio pirate les chanteurs»,Spectacle,120 mn,NA,NA
191,21 octobre 2014,C8,3.3,mardi,20.50,Rush Hour 3,Film,105 mn,NA,NA,22.35,Rush Hour 2,Film,95 mn,NA,NA
192,21 octobre 2014,TFX,3.1,mardi,20.50,Retour vers le futur 2,Film,115 mn,NA,NA,22.45,Retour vers le futur,Film,120 mn,NA,NA
193,21 octobre 2014,W9,2.9,mardi,20.50,Wall-E,Film,115 mn,NA,NA,22.45,Enquête d'action,Magazine,125 mn,NA,-10 ans
194,21 octobre 2014,TMC,2.5,mardi,20.50,90' enquêtes,Magazine,110 mn,2 ,NA,23.25,"New York, police judiciaire",Serie TV,100 mn,3 ,-10 ans
195,21 octobre 2014,Gulli,2.4,mardi,20.45,"Maman, j'ai raté l'avion !",Film,110 mn,NA,NA,22.35,Le trésor de Hanna,Telefilm,95 mn,NA,NA
196,21 octobre 2014,France 5,2.1,mardi,20.40,"Ebola, une course contre la montre",Documentaire,50 mn,NA,NA,21.50,Halte au gaspillage,Documentaire,50 mn,NA,NA
197,21 octobre 2014,Arte,1.6,mardi,20.50,Narco-finance,Documentaire,90 mn,NA,NA,22.35,Capitalisme,Documentaire,120 mn,2 ,NA
198,21 octobre 2014,NRJ 12,1.4,mardi,20.50,S.O.S. ma famille a besoin d'aide,Magazine,250 mn,5 ,-10 ans,NA,S.O.S. ma famille a besoin d'aide,Magazine,NA,5 ,NA
199,21 octobre 2014,C Star,1.0,mardi,20.50,Magma : désastre volcanique,Telefilm,100 mn,NA,-10 ans,22.30,Volcano : le réveil du volcan,Telefilm,100 mn,NA,NA
200,21 octobre 2014,France 4,0.8,mardi,20.45,Zookeeper,Film,95 mn,NA,NA,22.20,Alcootest,Magazine,100 mn,3 ,-12 ans
201,21 octobre 2014,RMC Decouverte,1.6,mardi,20.45,La bible du Diable,Documentaire,60 mn,NA,NA,21.45,La bible des chasseurs de sorcières,Documentaire,50 mn,NA,NA
202,21 octobre 2014,6ter,0.6,mardi,20.50,Once Upon a Time,Serie TV,110 mn,5 ,NA,NA,Once Upon a Time,Serie TV,NA,5 ,NA
203,21 octobre 2014,RMC Story,0.4,mardi,20.40,Coup de foudre à Bollywood,Film,125 mn,NA,NA,22.45,Sunshine,Film,125 mn,NA,-12 ans
204,22 octobre 2014,TF1,26.8,mercredi,20.55,Esprits criminels,Serie TV,100 mn,3 ,-12 ans,23.25,Arrow,Serie TV,100 mn,2 ,-10 ans
205,22 octobre 2014,M6,15.1,mercredi,20.50,Le meilleur pâtissier,Divertissement,150 mn,NA,NA,23.20,Le meilleur pâtissier : à vos fourneaux !,Divertissement,70 mn,NA,NA
206,22 octobre 2014,France 2,12,mercredi,20.50,Vaugand,Serie TV,115 mn,NA,NA,22.45,Un soir à la tour Eiffel,Magazine,100 mn,NA,NA
207,22 octobre 2014,France 3,10.5,mercredi,20.45,Des racines et des ailes,Magazine,125 mn,NA,NA,23.10,Pièces à conviction,Magazine,85 mn,NA,NA
208,22 octobre 2014,France 4,4.2,mercredi,20.45,Wasabi,Film,104 mn,NA,NA,22.30,Fais-moi plaisir !,Film,85 mn,NA,NA
209,22 octobre 2014,Arte,2.8,mercredi,20.50,Tirez sur le pianiste,Film,95 mn,NA,NA,23.15,Apart Together,Film,95 mn,NA,NA
210,22 octobre 2014,TMC,2.8,mercredi,20.50,Le grand bêtisier d'Halloween,Divertissement,170 mn,2 ,NA,00.00,Gad Elmaleh : 20 ans sur scène,Documentaire,120 mn,NA,NA
211,22 octobre 2014,C8,2.5,mercredi,20.50,En quête d'actualité,Magazine,260 mn,2 ,NA,00.51,Ligue des champions,Sport,59 mn,NA,NA
212,22 octobre 2014,W9,2.3,mercredi,20.50,Enquêtes criminelles : le magazine des faits divers,Magazine,220 mn,3 ,-10 ans,NA,Enquêtes criminelles : le magazine des faits divers,Magazine,NA,3 ,NA
213,22 octobre 2014,France 5,2.2,mercredi,20.40,La maison France 5,Magazine,60 mn,NA,NA,21.40,"Silence, ça pousse !",Magazine,53 mn,NA,NA
214,22 octobre 2014,TFX,2,mercredi,20.50,24 heures aux urgences,Documentaire,150 mn,3 ,NA,NA,24 heures aux urgences,Documentaire,NA,3 ,NA
215,22 octobre 2014,Gulli,2,mercredi,20.45,L'instit,Serie TV,190 mn,3 ,NA,NA,L'instit,Serie TV,NA,3 ,NA
216,22 octobre 2014,C Star,1.2,mercredi,20.50,Red Sky,Telefilm,100 mn,NA,-10 ans,22.30,Crashs en série,Telefilm,100 mn,NA,-10 ans
217,22 octobre 2014,NRJ 12,1,mercredi,20.50,Unités d'élite,Film,110 mn,NA,-10 ans,22.40,Six Bullets,Telefilm,125 mn,NA,-10 ans
218,22 octobre 2014,RMC Decouverte,0.8,mercredi,20.45,Top Gear USA,Magazine,100 mn,2 ,NA,23.25,Top Gear,Magazine,110 mn,2 ,NA
219,22 octobre 2014,6ter,0.8,mercredi,20.50,Desperate Housewives,Serie TV,100 mn,4 ,NA,NA,Desperate Housewives,Serie TV,NA,4 ,NA
220,22 octobre 2014,RMC Story,0.4,mercredi,20.40,Ink Master : le meilleur tatoueur,Telerealitee,80 mn,3 ,NA,22.55,Orphan Black,Serie TV,100 mn,2 ,-10 ans
221,23 octobre 2014,TF1,27.2,jeudi,20.55,Profilage,Serie TV,130 mn,4 ,-10 ans,NA,Profilage,Serie TV,NA,4 ,NA
222,23 octobre 2014,France 2,11.8,jeudi,20.50,Envoyé spécial,Magazine,95 mn,NA,NA,22.25,Complément d'enquête,Magazine,65 mn,NA,NA
223,23 octobre 2014,M6,9.5,jeudi,20.50,Rising Star,Divertissement,135 mn,NA,NA,23.05,"Rising Star, de l'autre côté du mur",Divertissement,55 mn,NA,NA
224,23 octobre 2014,W9,7.3,jeudi,20.50,Ligue Europa,Sport,130 mn,NA,NA,23.00,100 % foot,Magazine,90 mn,NA,NA
225,23 octobre 2014,France 3,5.8,jeudi,20.45,Les adieux à la reine,Film,100 mn,NA,NA,23.31,Qui a envie d'être aimé ?,Film,84 mn,NA,-10 ans
226,23 octobre 2014,TMC,5.2,jeudi,20.50,"Arthur 3, la guerre des deux mondes",Film,100 mn,NA,NA,22.30,Le grand bêtisier d'Halloween,Divertissement,105 mn,NA,NA
227,23 octobre 2014,C8,4.3,jeudi,20.50,Derrière le poste,Divertissement,120 mn,NA,NA,22.50,Touche pas à mon poste !,Talk-Show,90 mn,NA,NA
228,23 octobre 2014,TFX,3.2,jeudi,20.50,Les trois mousquetaires,Film,115 mn,NA,NA,22.45,The Walking Dead,Serie TV,120 mn,4 ,-12 ans
229,23 octobre 2014,C Star,2.6,jeudi,20.50,Deux heures moins le quart avant Jésus-Christ,Film,110 mn,NA,NA,22.40,Black Death,Film,110 mn,NA,-12 ans
230,23 octobre 2014,Arte,2.4,jeudi,20.50,Ainsi soient-ils,Serie TV,120 mn,2 ,NA,22.40,Rectify,Serie TV,90 mn,2 ,NA
231,23 octobre 2014,NRJ 12,2.1,jeudi,20.50,Tellement vrai,Magazine,200 mn,3 ,NA,NA,Tellement vrai,Magazine,NA,3 ,NA
232,23 octobre 2014,Gulli,1.7,jeudi,20.45,La légende de Cendrillon,Telefilm,95 mn,NA,NA,22.20,"Luna, le bébe tigre",Telefilm,105 mn,NA,NA
233,23 octobre 2014,France 5,1.3,jeudi,20.40,La grande librairie,Magazine,60 mn,NA,NA,21.40,Les grandes questions,Magazine,55 mn,NA,NA
234,23 octobre 2014,6ter,0.9,jeudi,20.50,Astérix le Gaulois,Film,80 mn,NA,NA,22.10,Astérix et Cléopâtre,Film,80 mn,NA,NA
235,23 octobre 2014,RMC Story,0.9,jeudi,20.40,"Menteur, menteur",Film,100 mn,NA,NA,22.20,Laisse tes mains sur mes hanches,Film,130 mn,NA,NA
236,23 octobre 2014,RMC Decouverte,0.8,jeudi,20.45,Traqueurs de tornades,Documentaire,80 mn,NA,NA,22.55,Les mystères de l'univers,Documentaire,110 mn,2 ,NA
237,23 octobre 2014,France 4,0.7,jeudi,20.45,Line of Duty : enquêtes internes,Serie TV,120 mn,3 ,-12 ans,23.45,Criminal Justice,Serie TV,60 mn,NA,-10 ans
238,24 octobre 2014,TF1,28,vendredi,20.55,Koh-Lanta,Jeu,105 mn,NA,NA,22.40,Mon incroyable fiancé,Telerealitee,110 mn,2 ,NA
239,24 octobre 2014,M6,15.5,vendredi,20.50,NCIS,Serie TV,100 mn,5 ,-10 ans,NA,NCIS,Serie TV,NA,5 ,NA
240,24 octobre 2014,France 2,14.1,vendredi,20.50,Deux flics sur les docks,Serie TV,95 mn,NA,-10 ans,22.25,Ce soir (ou jamais !),Magazine,110 mn,NA,NA
241,24 octobre 2014,France 3,9.7,vendredi,20.45,Thalassa,Magazine,115 mn,NA,NA,23.20,Enquêtes de régions,Magazine,55 mn,NA,NA
242,24 octobre 2014,C8,4.7,vendredi,20.50,La nuit des Chevaliers du Fiel,Spectacle,115 mn,NA,NA,22.45,Les Chevaliers du Fiel : «Vacances d'enfer»,Spectacle,115 mn,NA,NA
243,24 octobre 2014,W9,2.3,vendredi,20.50,Enquête d'action,Magazine,260 mn,3 ,-10 ans,NA,Enquête d'action,Magazine,NA,3 ,NA
244,24 octobre 2014,NRJ 12,2.1,vendredi,20.50,Sauveur Giordano,Serie TV,210 mn,3 ,NA,NA,Sauveur Giordano,Serie TV,NA,3 ,NA
245,24 octobre 2014,France 5,2,vendredi,20.35,On n'est pas que des cobayes !,Magazine,100 mn,2 ,NA,22.25,C dans l'air,Magazine,70 mn,NA,NA
246,24 octobre 2014,Arte,2,vendredi,20.50,Ceux qui dansent sur la tête,Telefilm,95 mn,NA,NA,22.25,La vaccination : un enjeu de santé publique,Documentaire,55 mn,NA,NA
247,24 octobre 2014,TMC,1.7,vendredi,20.50,Les experts : Manhattan,Serie TV,90 mn,6 ,-12 ans,NA,Les experts : Manhattan,Serie TV,NA,6 ,NA
248,24 octobre 2014,Gulli,1.7,vendredi,20.45,"La famille Addams, les retrouvailles",Telefilm,100 mn,NA,NA,22.25,Ma babysitter est un vampire,Telefilm,80 mn,NA,NA
249,24 octobre 2014,France 4,1.2,vendredi,20.45,Teen Wolf,Serie TV,70 mn,3 ,-10 ans,00.00,Studio 4.0,Magazine,55 mn,NA,-12 ans
250,24 octobre 2014,C Star,1.1,vendredi,20.50,Le Zap,Divertissement,180 mn,NA,NA,23.50,Enquête très spéciale,Magazine,60 mn,3 ,-16 ans
251,24 octobre 2014,TFX,1,vendredi,20.50,La brigade,Documentaire,160 mn,3 ,NA,NA,La brigade,Documentaire,NA,3 ,NA
252,24 octobre 2014,RMC Decouverte,0.8,vendredi,20.45,Le siège de Leningrad,Documentaire,60 mn,NA,NA,22.40,Mussolini,Documentaire,110 mn,2 ,NA
253,24 octobre 2014,6ter,0.7,vendredi,20.50,"Cyclone : catégorie 6, le choc des tempêtes",Telefilm,200 mn,2 ,NA,00.05,Cyclone catégorie 7 - Tempête mondiale,Telefilm,95 mn,NA,-10 ans
254,24 octobre 2014,RMC Story,0.5,vendredi,20.40,River Monsters,Documentaire,105 mn,NA,NA,22.25,Orphan Black,Serie TV,90 mn,4 ,-10 ans
255,25 octobre 2014,TF1,25.8,samedi,20.55,Danse avec les stars,Divertissement,140 mn,NA,NA,23.15,"Danse avec les stars, la suite",Divertissement,45 mn,NA,NA
256,25 octobre 2014,France 3,13.6,samedi,20.45,Toi que j'aimais tant,Telefilm,100 mn,NA,NA,22.50,Lili David,Telefilm,95 mn,NA,NA
257,25 octobre 2014,France 2,12.7,samedi,20.45,"Calogero, le grand show",Divertissement,140 mn,NA,NA,23.05,On n'est pas couché,Talk-Show,195 mn,NA,NA
258,25 octobre 2014,M6,12.1,samedi,20.50,NCIS : Los Angeles,Serie TV,110 mn,5 ,-10 ans,NA,NCIS : Los Angeles,Serie TV,NA,5 ,NA
259,25 octobre 2014,France 5,3.9,samedi,20.35,Échappées belles,Magazine,95 mn,NA,NA,22.10,"Les Zo'é, l'Amazonie en héritage",Documentaire,50 mn,NA,NA
260,25 octobre 2014,Arte,3.6,samedi,20.50,Alexandre le Grand : de l'histoire au mythe,Documentaire,90 mn,NA,NA,22.20,Pink Floyd : The Story of «Wish You Were Here»,Documentaire,60 mn,NA,NA
261,25 octobre 2014,W9,3.2,samedi,20.50,Les Simpson,Serie TV,70 mn,5 ,NA,23.15,Relooking extrême,Divertissement,100 mn,2 ,NA
262,25 octobre 2014,France 4,2.5,samedi,20.35,Challenge européen,Sport,125 mn,NA,NA,22.40,Les aventures du jeune Indiana Jones,Serie TV,90 mn,NA,NA
263,25 octobre 2014,TMC,2.2,samedi,20.50,"New York, section criminelle",Serie TV,110 mn,4 ,-10 ans,NA,"New York, section criminelle",Serie TV,NA,4 ,NA
264,25 octobre 2014,Gulli,2.1,samedi,20.45,Intervilles International,Divertissement,160 mn,2 ,NA,23.20,Total Wipeout made in USA,Divertissement,45 mn,NA,NA
265,25 octobre 2014,C8,2.1,samedi,20.50,Jérémy Ferrari : «Hallelujah bordel !»,Spectacle,115 mn,NA,NA,22.45,Les duos impossibles de Ferrari,Spectacle,130 mn,NA,NA
266,25 octobre 2014,NRJ 12,1.9,samedi,20.50,Le super bêtisier de l'année,Divertissement,100 mn,NA,NA,22.30,Pièges de stars,Divertissement,120 mn,NA,NA
267,25 octobre 2014,TFX,1.6,samedi,20.50,Chroniques criminelles,Magazine,260 mn,3 ,NA,NA,Chroniques criminelles,Magazine,NA,3 ,NA
268,25 octobre 2014,C Star,1.1,samedi,20.50,Chassé-croisé amoureux,Telefilm,120 mn,NA,NA,22.50,Un transat pour huit,Telefilm,90 mn,NA,NA
269,25 octobre 2014,RMC Decouverte,0.7,samedi,20.45,Alien Theory,Documentaire,110 mn,5 ,NA,NA,Alien Theory,Documentaire,NA,5 ,NA
270,25 octobre 2014,6ter,0.5,samedi,20.50,Ils ont filmé la guerre en couleur,Documentaire,220 mn,2 ,NA,00.20,Auschwitz : voyage au bout de l'enfer,Documentaire,50 mn,NA,-10 ans
271,25 octobre 2014,RMC Story,0.5,samedi,20.45,P.J,Serie TV,110 mn,3 ,NA,23.40,Phénomène paranormal,Documentaire,80 mn,2 ,NA
272,26 octobre 2014,TF1,23.5,dimanche,20.55,Harry Potter et les reliques de la mort - Partie 2,Film,150 mn,NA,-10 ans,23.25,Esprits criminels,Serie TV,100 mn,2 ,-12 ans
273,26 octobre 2014,France 3,12.9,dimanche,20.45,Les enquêtes de Murdoch,Serie TV,90 mn,4 ,-10 ans,NA,Les enquêtes de Murdoch,Serie TV,NA,4 ,NA
274,26 octobre 2014,France 2,12.2,dimanche,20.50,Le Chat Potté,Film,90 mn,NA,NA,22.20,"Un jour, un destin",Magazine,80 mn,NA,NA
275,26 octobre 2014,M6,10.2,dimanche,20.50,Capital,Magazine,130 mn,NA,NA,23.00,Enquête exclusive,Magazine,170 mn,2 ,-10 ans
276,26 octobre 2014,France 5,5.6,dimanche,20.41,Le beurre et l'argent du beurre,Documentaire,49 mn,NA,NA,22.26,Les derniers jours d'une icône,Documentaire,59 mn,NA,NA
277,26 octobre 2014,TMC,3.0,dimanche,20.50,Les experts : Manhattan,Serie TV,110 mn,3 ,NA,23.25,Le grand bêtisier d'Halloween,Divertissement,90 mn,NA,NA
278,26 octobre 2014,France 4,2.9,dimanche,20.45,"I, Robot",Film,100 mn,NA,-10 ans,22.25,Wasabi,Film,90 mn,NA,NA
279,26 octobre 2014,W9,2.9,dimanche,20.50,"OSS 117 : le Caire, nid d'espions",Film,110 mn,NA,NA,22.40,Spartacus : Vengeance,Serie TV,140 mn,3 ,-12 ans
280,26 octobre 2014,C8,3.1,dimanche,20.50,Le pianiste,Film,160 mn,NA,-10 ans,23.30,En quête d'actualité,Magazine,100 mn,NA,NA
281,26 octobre 2014,TFX,2.3,dimanche,20.50,Agathe Cléry,Film,120 mn,NA,NA,22.50,Confessions intimes,Magazine,200 mn,2 ,NA
282,26 octobre 2014,NRJ 12,2.3,dimanche,20.50,L'enfer du devoir,Film,140 mn,NA,-12 ans,23.10,Stalingrad,Film,135 mn,NA,-10 ans
283,26 octobre 2014,Arte,2.2,dimanche,20.45,"Picasso, l'inventaire d'une vie",Documentaire,115 mn,NA,NA,22.40,"Ma mère, ses hommes et moi",Film,105 mn,NA,NA
284,26 octobre 2014,Gulli,1.0,dimanche,20.45,Alice au pays des merveilles,Telefilm,135 mn,NA,NA,23.00,Jack et le haricot magique,Telefilm,95 mn,NA,NA
285,26 octobre 2014,6ter,0.8,dimanche,20.50,Danse avec lui,Film,120 mn,NA,NA,22.50,Kaamelott,Serie TV,180 mn,NA,NA
286,26 octobre 2014,RMC Decouverte,0.7,dimanche,20.45,"Dynamo, le magicien de l'impossible",Documentaire,110 mn,2 ,NA,22.35,Justiciers des mers : Iles Féroé,Documentaire,100 mn,3 ,NA
287,26 octobre 2014,C Star,0.7,dimanche,20.50,Le Zap choc,Divertissement,120 mn,NA,NA,22.50,La grande combine,Telefilm,105 mn,NA,-16 ans
288,26 octobre 2014,RMC Story,0.6,dimanche,20.40,Hero,Film,115 mn,NA,NA,22.35,Ink Master : le meilleur tatoueur,Telerealitee,80 mn,3 ,NA
289,27 octobre 2014,TF1,24.0,lundi,20.55,"Joséphine, ange gardien",Serie TV,110 mn,NA,NA,22.45,"New York, unité spéciale",Serie TV,110 mn,3 ,-12 ans
290,27 octobre 2014,France 2,19.2,lundi,20.50,Castle,Serie TV,90 mn,3 ,-10 ans,23.05,L'angle éco,Magazine,80 mn,NA,NA
291,27 octobre 2014,M6,14.4,lundi,20.50,Under the Dome,Serie TV,100 mn,3 ,-10 ans,23.20,Star-Crossed,Serie TV,90 mn,3 ,NA
292,27 octobre 2014,France 3,6.8,lundi,20.45,"Polnareff, quand l'écran s'allume",Film,115 mn,NA,NA,23.16,L'enfer... il est dans ma classe !,Documentaire,49 mn,NA,NA
293,27 octobre 2014,TMC,3.8,lundi,20.50,Taxi 2,Film,100 mn,NA,NA,22.30,Spider-Man 3,Film,140 mn,NA,NA
294,27 octobre 2014,Arte,3.9,lundi,20.50,La peau douce,Film,115 mn,NA,NA,22.45,Sin nombre,Film,95 mn,NA,NA
295,27 octobre 2014,NRJ 12,2.9,lundi,20.50,Crimes sur le lac Léman,Magazine,105 mn,NA,-10 ans,22.35,Crimes dans les Pyrénées,Magazine,100 mn,NA,-10 ans
296,27 octobre 2014,France 5,2.5,lundi,20.40,La reine et le cardinal,Telefilm,115 mn,NA,NA,22.35,C dans l'air,Magazine,65 mn,NA,NA
297,27 octobre 2014,W9,2.4,lundi,20.50,102 dalmatiens,Film,105 mn,NA,NA,22.35,Les 101 dalmatiens,Film,125 mn,NA,NA
298,27 octobre 2014,TFX,1.9,lundi,20.50,Super Nanny,Divertissement,210 mn,2 ,NA,00.20,Obèses : perte de poids extrême,Telerealitee,120 mn,2 ,NA
299,27 octobre 2014,6ter,1.5,lundi,19.45,Buffy contre les vampires,Serie TV,65 mn,NA,-10 ans,20.50,Kaamelott,Serie TV,325 mn,NA,NA
300,27 octobre 2014,C8,1.3,lundi,20.50,Homeland,Serie TV,140 mn,3 ,-12 ans,00.00,Game of Thrones,Serie TV,140 mn,2 ,-10 ans
301,27 octobre 2014,Gulli,1.2,lundi,20.45,Les mini sosies font leur show,Divertissement,95 mn,NA,NA,22.20,Les aventures de Roborex,Telefilm,90 mn,NA,NA
302,27 octobre 2014,C Star,0.9,lundi,20.50,Commissaire Moulin,Serie TV,210 mn,2 ,-12 ans,00.20,Programmes de nuit,Magazine,400 mn,NA,NA
303,27 octobre 2014,RMC Decouverte,0.7,lundi,20.45,Mégastructures de légende,Documentaire,110 mn,3 ,NA,23.30,Nazi mégastructures,Documentaire,100 mn,3 ,NA
304,27 octobre 2014,RMC Story,0.5,lundi,20.40,Révélations,Magazine,200 mn,3 ,-12 ans,NA,Révélations,Magazine,NA,3 ,NA
305,27 octobre 2014,France 4,0.4,lundi,20.45,Bunker,Divertissement,170 mn,3 ,NA,23.40,American Blackout,Film,55 mn,NA,NA
306,28 octobre 2014,TF1,32.6,mardi,20.55,Mentalist,Serie TV,110 mn,3 ,-10 ans,23.35,Baby Boom,Telerealitee,150 mn,2 ,NA
307,28 octobre 2014,France 2,12.6,mardi,20.50,"Un jour, une histoire",Magazine,120 mn,NA,NA,22.51,"Viol, elles se manifestent",Documentaire,69 mn,NA,-10 ans
308,28 octobre 2014,M6,13.3,mardi,20.50,M6 fête les 30 ans du Top 50,Divertissement,140 mn,2 ,NA,00.25,Renaud : le rouge et le noir,Documentaire,165 mn,NA,NA
309,28 octobre 2014,France 3,4.8,mardi,20.45,Ceux de 14,Serie TV,100 mn,3 ,NA,23.50,Du côté de chez Dave,Divertissement,70 mn,NA,NA
